lid,rid
130458,519222
282810,1035512
567790,953269
504103,653168
281751,503953
932075,953269
383406,728794
701429,1171854
165007,764755
203377,279050
150734,392281
236010,960334
896453,922697
197042,224952
183779,639640
434022,615011
604476,844933
43547,67939
559035,925252
764755,1151303
602914,923715
538418,1191260
45623,1013658
977945,1212563
199300,839281
317339,1023494
113175,170051
257037,262069
150734,1083209
351669,774273
472984,555161
381188,383389
517367,560821
383406,936634
204975,543560
975781,1083209
707777,1151303
220952,1132226
126196,224952
711741,727834
653168,777397
220952,244133
376435,707777
427882,536385
1083209,1144370
270197,943022
230946,270197
17565,206865
151611,1035512
726294,728794
310482,777397
5585,840632
197042,702572
1030741,1082248
316167,1036472
434374,936634
310482,1144370
596073,605123
282420,1081472
277082,1002973
525270,1101685
269359,539005
269359,506713
55568,711741
204975,777397
255274,1163085
34396,1165334
282420,715352
183779,1062170
1144370,1199587
104977,1041786
1054506,1101685
1036472,1083348
281751,383406
106380,301409
371364,1030741
255274,677261
282420,340426
12315,134271
126196,702572
568114,1144370
366473,1035512
269359,1144599
300930,660310
383406,839281
777397,1144370
269359,967246
298498,783266
517367,1036472
427882,611004
300972,1141787
418025,936634
225419,703939
113175,236010
639640,1199587
43547,564059
141485,279050
151611,376435
591235,595720
145821,936133
328181,434374
826955,1073700
677261,739890
150734,418025
300147,1059128
508994,1032600
933048,962676
434374,839281
453128,665957
936792,1033663
294893,690871
560821,774118
615011,987234
78790,640306
639978,703939
15001,175231
245194,736632
252203,340426
428253,918553
975781,1132226
220952,1034750
340426,1081472
498066,557605
513302,525700
972646,1115465
467117,732934
12242,271364
715352,943022
617298,683141
839281,1059128
657437,912047
255274,943450
104977,626577
78596,595720
840058,1097190
165007,366473
981309,1123928
113175,999224
271364,702572
328181,618417
660310,1139993
12242,224952
269359,1062170
300972,343554
543560,878708
423218,1195862
977442,1034750
346220,560821
504103,1023494
345732,995423
271364,1013285
975781,1179685
27744,327240
840058,1146173
281751,777397
244133,434374
127214,983230
25674,528550
791724,922697
113175,435482
987234,992401
199300,918553
310482,605123
271364,295250
695299,764755
775729,813048
56896,539005
56896,506713
579522,845714
104977,732934
246994,249012
1023494,1034750
300972,981129
351669,570242
249012,1163520
366473,826955
55568,943022
170051,781468
130458,595720
269359,823803
807660,960334
56896,1144599
555485,960334
106380,728794
435482,613184
57235,809333
376435,525270
56896,967246
729116,1082248
435482,729067
509110,524337
615011,904969
236010,1033663
317339,732934
55568,545219
345732,1170343
228806,439649
605123,1179685
345732,871202
508994,799929
206865,884883
85149,353187
567790,793893
316167,1083348
150734,1034750
1030741,1079385
43547,817272
482207,763217
543560,653168
396084,1082248
63975,722304
480511,653168
975781,1034750
106380,936634
683141,1155623
346220,739890
579374,596073
1144599,1155623
230946,1036472
392281,568114
981129,1159290
56896,596073
383389,887913
626577,1042017
141485,220952
839281,967246
728794,1023494
56896,1041786
604087,764755
451162,930988
591235,608062
141485,1042017
555485,781468
144855,366473
611004,878708
12242,506338
1059128,1155623
845714,1083329
500039,840632
353187,665008
568114,975781
56896,1062170
502519,559035
282810,604087
230946,323452
290462,1133820
777397,975781
722520,844933
54240,997206
371364,1146173
178591,1054717
281751,605123
392281,726294
777397,1179685
467117,1059128
315124,427882
15001,343554
257037,936792
617298,726294
5585,432286
144855,707777
106380,839281
331031,418789
626577,674226
439649,975105
315124,878708
392281,467117
773674,1010776
27744,1063126
984141,1073700
134961,282420
579374,823803
178591,1158271
1034750,1199587
54240,276727
328181,543560
519222,665957
74573,953269
839281,1062170
657242,1054717
1035512,1151303
5560,626976
343554,702572
277082,615011
653168,1023494
5585,953844
564505,809333
683141,726294
51274,715352
1083329,1134987
114795,657242
749709,912047
300147,823803
570242,936133
716113,769399
711741,943022
104977,1059128
42401,621640
251316,298498
141485,310482
565684,1040368
51274,340426
17565,995423
543560,1199587
300147,480511
224952,953269
1062170,1144370
475997,1013658
185139,775269
396084,840058
432286,555407
269359,1041786
269359,617298
434022,960334
725704,953269
255274,639592
262399,402356
281751,1179685
504103,506713
199300,203377
467117,539005
732797,1116550
878708,1034750
690871,1101042
492859,749709
639592,1188973
282810,984141
76617,936634
692449,1130262
134961,1081472
555161,1115364
317033,591235
729116,1079385
134961,354546
428253,1144370
932075,1141787
252203,346220
246638,1079608
317033,519222
878708,1002305
467117,967246
212242,954611
555407,716113
39933,887661
977442,1155623
555485,1033663
294893,1101042
20371,130458
114795,912047
418025,427882
67839,884883
43547,600291
67839,1170343
120541,268660
600291,689059
252203,323452
197042,981129
725704,981129
34396,957824
665957,1163520
54240,954611
113175,257037
729067,960334
605123,777397
250049,255837
604476,722304
605123,1144370
611004,626577
74573,1013285
683141,1002305
467117,596073
413584,867324
639978,995423
317339,539005
1083329,1113411
17565,703939
217610,289799
199300,300147
126196,981129
63351,76617
781468,987234
74573,295250
64135,640306
141485,183779
197508,844933
922697,1054506
63351,568114
354546,1163085
74573,300972
427882,503953
269179,927370
81979,1070036
225419,871202
383406,918553
366473,984141
201659,525270
579374,617298
224952,1013285
150734,1155623
244133,506713
317339,967246
315124,626577
63351,246181
565083,1146586
427882,1083209
592450,1162547
728794,1144599
944400,1040368
224952,295250
559035,696428
728794,967246
413584,1191260
104977,596073
175317,767767
371364,1097190
177740,936133
224952,300972
354546,774118
639978,871202
175231,197042
244133,1144599
695299,984141
539005,674226
63351,726294
698133,1151303
651055,936634
78790,773674
791724,896453
282420,462342
20371,871202
220952,777397
321927,1188973
545219,1036472
467117,823803
228806,953844
303592,983230
317339,596073
732934,1083209
12950,177740
12242,657242
730413,813048
317339,1041786
150734,568114
317339,617298
40654,55568
536385,626577
555407,602914
306869,1134633
617298,975781
400124,527144
434374,1144370
17565,783786
175231,1215923
912047,1215923
392281,1179685
1013285,1159290
301409,1002305
596073,1042017
252998,702572
617298,1179685
781468,904969
12242,343554
317339,1062170
257037,807660
275791,1134822
305127,323452
904969,992401
74573,252998
538418,927370
269179,867324
197042,506338
252203,560821
67939,564059
453128,1014258
178591,953269
289799,1171854
269359,728794
503953,1155623
392281,618417
262069,277082
281751,543560
104977,823803
657437,1013658
617298,618417
657242,1158271
150734,726294
96558,593629
475997,1215923
63351,683141
224952,793893
224952,252998
126196,506338
12242,981129
310482,639640
702572,1158271
621640,944400
120541,230946
427882,1132226
596073,674226
317339,823803
246181,579374
78596,519222
413584,927370
269179,1191260
204975,639640
485193,967246
485193,639640
394970,977821
683141,1199587
823803,1083209
410199,1101685
977442,1023494
1034750,1144599
1144599,1199587
392281,1034750
943450,1081472
150734,777397
995423,1163520
212242,729116
252998,506338
317033,595720
328181,732934
51274,346220
289799,498066
159134,982737
323452,462342
525270,791724
1147038,1170276
690701,703698
2602,602555
393759,665957
504103,1144599
203377,1059128
732934,1132226
279050,611004
653168,1062170
104977,651055
151611,459475
244133,626577
543560,1144599
774118,1188973
45623,197042
565083,765044
543560,967246
268660,1083348
301409,434374
906707,1073700
594193,1162547
503953,726294
695299,826955
160698,769399
204975,1062170
106380,203377
271364,1141787
1041786,1155623
774118,1165334
507080,1040368
695299,922697
394970,697210
96558,472984
579374,728794
45623,1215923
400124,867324
1162547,1184108
618417,639640
504103,1041786
660310,832970
56896,728794
677261,1158280
674226,977442
1054717,1158271
178591,1013285
568114,1042017
545219,1083348
884166,1168566
981129,1054717
134961,1188973
777397,1042017
182801,1000678
201659,366473
178591,295250
76617,427882
67839,703939
579374,936634
539005,579374
910630,992401
677261,1083348
323452,1165334
78086,515875
360898,564505
56896,936634
67939,1212563
74573,1141787
34396,305127
271364,343554
236010,781468
506713,777397
434374,975781
506713,1144370
199300,428253
591288,1004420
104977,617298
429726,906707
722520,1063755
246181,611004
316167,1188973
20371,665957
150734,605123
383406,1144370
618417,1062170
774273,1030741
568114,674226
34396,40654
413584,538418
305127,1036472
106380,300147
715352,943450
269179,400124
240040,332943
604087,922697
439649,541098
331031,753549
224952,1141787
279050,683141
300930,598072
63351,317339
199300,315124
504103,626577
418025,1042017
271364,981129
389279,936792
428253,485193
555161,925252
653168,977442
626577,683141
255274,774118
282420,957824
177740,915589
315124,539005
67939,565083
953269,1021375
728794,1041786
503953,1002305
725704,1141787
729116,1131636
317033,608062
1042017,1155623
310482,977442
294893,916147
56896,839281
376435,922697
63351,618417
453128,884883
1146586,1212563
276727,1082248
351669,997206
290462,381188
753549,775729
992401,1033663
315124,1144599
67839,783786
204975,977442
15001,1013658
574237,1192492
104977,301409
485193,977442
726294,1144370
178591,252998
504103,732934
183779,1199587
212242,626976
943022,1036472
677261,711741
371364,983468
199300,485193
45623,74573
418025,674226
340426,715352
367363,433917
777397,977442
331031,832970
120541,270197
295250,890759
340426,462342
480511,536385
593629,792321
54240,626976
120541,323452
63351,1034750
1515,1147038
343554,506338
743096,936133
17565,1170343
206865,995423
17565,871202
54240,371364
63975,96558
657437,1013285
126196,657242
1030741,1131636
639592,1165334
660310,753549
178591,271364
1440,921922
150734,618417
539005,611004
560821,715352
269179,538418
480511,506713
1158280,1163085
51274,230946
300302,962676
727834,1036472
506713,605123
106380,383406
170051,277082
604087,1035512
246181,683141
328181,539005
867324,927370
767249,906586
640306,660310
252203,270197
936634,1083209
182801,811675
765044,1212563
159489,1083329
159134,1025400
224952,1215923
611004,823803
618417,977442
298498,1097340
480511,1144599
300302,1097340
418025,428253
55568,346220
269179,977945
826955,1035512
328181,1144599
435482,936792
151611,282810
246181,503953
206865,1170343
328181,967246
42401,1059233
728794,732934
165007,604087
141485,568114
175317,1032600
400589,1046485
936133,1030741
541098,769399
216359,420447
276727,840058
246181,1083209
51274,1163085
76617,1199587
310482,1059128
131856,464547
321927,957824
63975,1063755
967246,977442
467117,936634
203377,392281
462342,560821
783266,933048
27744,300302
126196,912047
300147,504103
919725,943080
104977,728794
503953,618417
838524,1015253
328181,596073
1081472,1158280
351669,954611
517367,1083348
536385,579374
141485,726294
203377,977442
492859,657242
657242,702572
639978,1014258
983468,1146173
177740,212242
867324,1146586
657437,793893
301409,878708
995423,1195748
639592,1199506
144855,151611
981129,1158271
844933,954288
328181,1062170
317339,728794
346220,517367
809333,1162547
774273,1146173
392281,543560
104977,936634
602555,872089
653168,732934
276727,1079385
739890,943450
591288,872089
78596,246994
539005,683141
315124,536385
114795,1158271
459475,695299
467117,839281
545219,1188973
541098,555407
230946,282420
519222,884883
183779,434374
396084,570242
41532,1004420
1013285,1054717
317339,936634
1013658,1141787
244133,596073
462342,1036472
228806,555407
246181,418025
960334,987234
295250,1123928
201659,764755
360898,1184108
294893,332119
328181,823803
618417,1059128
326163,994595
480511,626577
462342,739890
653168,967246
453128,1200313
538418,666060
246181,1132226
502519,604476
389279,807660
282420,1036472
602555,698653
431984,690871
64172,1192492
270157,281313
600291,886073
793893,912047
106380,428253
301409,653168
120541,1036472
315124,611004
104977,839281
536385,651055
206865,783786
174679,284046
279050,1083209
774118,957824
626577,1083209
749709,1013285
611004,617298
12242,175231
695299,1101685
197042,657242
823803,1034750
40654,268660
144855,922697
728794,1059128
269359,918553
674226,1059128
840058,915589
269359,328181
12242,912047
427882,975781
206865,225419
912047,981309
141485,1002305
317339,839281
220952,639640
413584,666060
878708,1023494
244133,823803
300147,878708
393759,884883
392281,1023494
765044,817272
197042,343554
729067,987234
252203,1036472
525700,937824
268660,1199506
34396,1158280
887913,1133820
773674,813048
936634,1034750
81979,1035107
981309,1159290
536385,611004
427882,777397
63351,1155623
321927,1199506
984141,1035512
427882,1144370
732934,975781
502519,722520
475997,981309
434022,781468
106380,485193
300930,805337
249012,995423
410199,906707
732934,1179685
1041786,1144599
683141,1023494
927370,1191260
480511,611004
504103,596073
383406,485193
128045,277082
936133,1146173
898641,1059233
653168,823803
984141,1054506
703939,995423
294893,594193
114795,1013285
10434,43547
543560,728794
732934,777397
579522,1134987
604476,1063755
252998,343554
20371,393759
1132226,1179685
301409,626577
559035,844933
977442,1041786
282810,707777
244133,651055
323452,739890
435482,807660
279050,1132226
749709,953269
301409,1199587
225419,665957
281751,639640
506338,932075
626577,1132226
921922,972906
570242,774273
1036472,1199506
40654,340426
977442,1062170
40654,462342
418025,611004
249012,1170343
434374,1042017
46334,500039
12950,983468
983468,1097190
262069,1033663
564059,1146586
134961,305127
284046,477299
204975,480511
246994,1163520
843286,1001047
579374,918553
257037,1002973
268660,1188973
687061,834317
183779,199300
328181,617298
611004,651055
197508,954288
774273,1097190
605123,977442
732934,1034750
1023494,1062170
651055,1042017
106380,279050
565083,600291
63351,543560
500039,716113
141485,317339
113175,434022
300147,918553
76617,315124
527144,1191260
151611,707777
45623,981309
203377,204975
178591,1141787
536385,683141
591235,1163520
45623,567790
519222,1200313
345732,453128
117055,925252
605123,639640
427882,605123
791724,1101685
269359,383406
34396,727834
517367,1188973
720053,1192492
354546,1081472
41532,872089
823878,1168566
975781,1062170
295250,749709
114795,793893
114795,252998
894089,1035563
651055,674226
244133,617298
354546,715352
657437,1215923
611004,728794
592450,690871
17565,345732
775269,1152044
5585,555407
1013285,1158271
579522,1113411
539005,1083209
626577,1034750
162881,1023159
220952,977442
282810,791724
300147,1199587
67839,225419
503953,653168
604087,984141
141485,1034750
778023,947686
345732,393759
159489,845714
2602,591288
269179,738563
12950,212242
42401,565684
611004,936634
183779,427882
418025,683141
615011,960334
5585,228806
702572,953269
595720,665957
653168,1041786
244133,301409
1014258,1195748
217610,291464
230946,354546
130458,1163520
878708,1144599
621640,628213
475997,1159290
878708,967246
896453,906707
683141,732934
27744,962676
392281,967246
485193,504103
316167,1199506
507080,898641
177740,774273
63975,559035
371364,863232
567790,657437
412911,665957
300972,1013658
183779,315124
281751,392281
567790,1021375
246638,1192492
429726,1151303
197508,559035
345732,1014258
294893,431984
657242,981129
343554,657242
502519,555161
555485,729067
626976,983468
1002305,1083209
270197,1081472
429726,1054506
936133,1097190
936634,1155623
484332,1165334
160698,500039
281751,977442
41182,907337
56896,383406
753549,1024080
150734,269359
144855,165007
351669,371364
538418,738563
890759,912047
150734,977442
1054717,1141787
683141,967246
912047,1021375
506713,1042017
504103,617298
539005,1132226
1023159,1079608
228806,769399
975781,977442
393759,703939
298498,665008
323095,400589
722304,925252
536385,936634
525270,896453
67939,817272
739890,774118
252203,282420
328181,728794
738563,765044
331031,640306
863232,936133
396084,1030741
291431,859218
878708,1062170
467117,918553
674226,1002305
351669,729116
649701,1070036
983468,997206
539005,1179685
564505,1184108
475997,1021375
56896,104977
480511,936634
506338,657242
141485,467117
104977,203377
236010,277082
639978,1200313
413584,738563
5585,769399
346220,484332
17565,453128
915589,1082248
665957,884883
328181,936634
665957,1170343
230946,1165334
594193,690871
702572,1013285
34396,484332
543560,579374
1068717,1190080
203377,1155623
428253,568114
345173,1134822
301409,539005
67839,453128
392281,823803
104977,918553
943022,1083348
519222,1170343
244133,728794
